book_id,book_name,author,rating,review_count,price,description,listening_time_raw,listening_minutes,genres,primary_genre,genre_count,weighted_rating,search_text,source,title_key,author_key
3497,The Mindful Therapist: A Clinician's Guide to Mindsight and Neural Integration,Daniel J. Siegel,4.5,125.0,1005.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.46453802844037,"The Mindful Therapist: A Clinician's Guide to Mindsight and Neural Integration Daniel J. Siegel Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the mindful therapist a clinician s guide to mindsight and neural integration,daniel j siegel
3498,"Harappa: Rakht Dhara Ka Shraap (Harappa, Book 1)",Vineet Bajpai,4.4,125.0,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.446981848665089,"Harappa: Rakht Dhara Ka Shraap (Harappa, Book 1) Vineet Bajpai Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,harappa rakht dhara ka shraap harappa book 1,vineet bajpai
3499,The Book of Laughter and Forgetting,Milan Kundera,4.4,125.0,531.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.446981848665089,"The Book of Laughter and Forgetting Milan Kundera Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the book of laughter and forgetting,milan kundera
3500,Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up Without Quitting Your Job,Kanth Miriyala,4.0,125.0,501.0,You have a job and an idea for a business. What do you do then?,3 hours and 1 minute,181.0,Small Businesses | Gardening & Landscape Design | Business Management,Small Businesses,3,4.376757129563966,Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up Without Quitting Your Job Kanth Miriyala Small Businesses Gardening & Landscape Design Business Management You have a job and an idea for a business. What do you do then?,both datasets,entrepreneur 5 p m to 9 a m launching a profitable start up without quitting your job,kanth miriyala
3501,Difficult Women: A History of Feminism in 11 Fights,Helen Lewis,4.8,124.0,888.0,,,,,,0,4.516808827355195,Difficult Women: A History of Feminism in 11 Fights Helen Lewis,catalog only,difficult women a history of feminism in 11 fights,helen lewis
3502,Scavengers,Marcus Emerson,4.8,124.0,501.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.516808827355195,"Scavengers Marcus Emerson Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,scavengers,marcus emerson
3503,HBR's 10 Must Reads on Mental Toughness: HBR's 10 Must Reads Series,Harvard Business Review,4.6,124.0,586.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.481928377284872,"HBR's 10 Must Reads on Mental Toughness: HBR's 10 Must Reads Series Harvard Business Review Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,hbr s 10 must reads on mental toughness hbr s 10 must reads series,harvard business review
3504,How to Be a Great Boss,Gino Wickman,4.5,124.0,703.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.46448815224971,"How to Be a Great Boss Gino Wickman Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,how to be a great boss,gino wickman
3505,"The Social Skills Guidebook: Manage Shyness, Improve Your Conversations, and Make Friends, Without Giving Up Who You Are",Chris MacLeod MSW,4.4,124.0,668.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.447047927214548,"The Social Skills Guidebook: Manage Shyness, Improve Your Conversations, and Make Friends, Without Giving Up Who You Are Chris MacLeod MSW Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the social skills guidebook manage shyness improve your conversations and make friends without giving up who you are,chris macleod msw
3506,"The Duke's Perfect Wife: Highland Pleasures, Book 4",Jennifer Ashley,4.3,124.0,694.0,"Lady Eleanor Ramsay is the only one who knows the truth about Hart Mackenzie. Once his fiancée, she is the sole woman to whom he could ever pour out his heart. Hart has it all - a dukedom, wealth, power, influence, whatever he desires. Every woman wants him - his seductive skills are legendary. But Hart has sacrificed much to keep his brothers safe, first from their brutal father, and then from the world. He's also suffered loss: his wife, his infant son, and the woman he loved with all his heart, though he realized it too late.",-1,,,,0,4.4296077021793865,"The Duke's Perfect Wife: Highland Pleasures, Book 4 Jennifer Ashley Lady Eleanor Ramsay is the only one who knows the truth about Hart Mackenzie. Once his fiancée, she is the sole woman to whom he could ever pour out his heart. Hart has it all - a dukedom, wealth, power, influence, whatever he desires. Every woman wants him - his seductive skills are legendary. But Hart has sacrificed much to keep his brothers safe, first from their brutal father, and then from the world. He's also suffered loss: his wife, his infant son, and the woman he loved with all his heart, though he realized it too late.",advanced only,the duke s perfect wife highland pleasures book 4,jennifer ashley
3507,The Baby Sleep Book: The Complete Guide to a Good Night's Rest for the Whole Family: The Sears Parenting Library,William Sears MD,4.2,124.0,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.412167477144225,"The Baby Sleep Book: The Complete Guide to a Good Night's Rest for the Whole Family: The Sears Parenting Library William Sears MD Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",advanced only,the baby sleep book the complete guide to a good night s rest for the whole family the sears parenting library,william sears md
3508,Bulletproof Problem Solving: The One Skill That Changes Everything,Charles Conn,4.6,123.0,586.0,Complex problem solving is the core skill for 21st-century teams.,7 hours and 34 minutes,454.0,Business Decision Making & Problem Solving | Analysis & Strategy,Business Decision Making & Problem Solving,2,4.481762079224709,Bulletproof Problem Solving: The One Skill That Changes Everything Charles Conn Business Decision Making & Problem Solving Analysis & Strategy Complex problem solving is the core skill for 21st-century teams.,both datasets,bulletproof problem solving the one skill that changes everything,charles conn
3509,"You Can Fix Your Brain: Just 1 Hour a Week to the Best Memory, Productivity, and Sleep You've Ever Had",Tom O'Bryan,4.6,123.0,1131.0,,,,,,0,4.481762079224709,"You Can Fix Your Brain: Just 1 Hour a Week to the Best Memory, Productivity, and Sleep You've Ever Had Tom O'Bryan",catalog only,you can fix your brain just 1 hour a week to the best memory productivity and sleep you ve ever had,tom o bryan
3510,"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation",Patrick van der Pijl,4.5,123.0,668.0,"This book stitches together a complete design journey from beginning to end in a way that you've likely never seen before, guiding listeners (you) step-by-step in a practical way from the initial spark of an idea all the way to scaling it into a better business. Design a Better Business includes a comprehensive set of tools (over 20 total!) and skills that will help you harness opportunity from uncertainty by building the right team(s) and balancing your point of view against new findings from the outside world.",6 hours and 29 minutes,389.0,Time Management & Productivity | Business Development (Audible Audiobooks & Originals) | Forecasting & Strategic Planning,Time Management & Productivity,3,4.464438135562737,"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation Patrick van der Pijl Time Management & Productivity Business Development (Audible Audiobooks & Originals) Forecasting & Strategic Planning This book stitches together a complete design journey from beginning to end in a way that you've likely never seen before, guiding listeners (you) step-by-step in a practical way from the initial spark of an idea all the way to scaling it into a better business. Design a Better Business includes a comprehensive set of tools (over 20 total!) and skills that will help you harness opportunity from uncertainty by building the right team(s) and balancing your point of view against new findings from the outside world.",advanced only,design a better business new tools skills and mindset for strategy and innovation,patrick van der pijl
3511,The Quantum Doctor: A Quantum Physicist Explains the Healing Power of Integral,Amit Goswami PhD,4.4,123.0,586.0,"For quantum physicist Amit Goswami, medicine is a timely area of application for the new science based on the primacy of consciousness. This new science has a spectacular ability to integrate conventional science, spirituality, and healing. If any field needs integration, says Goswami, it is medicine and healing.",-1,,,,0,4.4471141919007655,"The Quantum Doctor: A Quantum Physicist Explains the Healing Power of Integral Amit Goswami PhD For quantum physicist Amit Goswami, medicine is a timely area of application for the new science based on the primacy of consciousness. This new science has a spectacular ability to integrate conventional science, spirituality, and healing. If any field needs integration, says Goswami, it is medicine and healing.",advanced only,the quantum doctor a quantum physicist explains the healing power of integral,amit goswami phd
3512,"Unsettling Truths: The Ongoing, Dehumanizing Legacy of the Doctrine of Discovery",Mark Charles,4.8,122.0,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.516009980605845,"Unsettling Truths: The Ongoing, Dehumanizing Legacy of the Doctrine of Discovery Mark Charles Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,unsettling truths the ongoing dehumanizing legacy of the doctrine of discovery,mark charles
3513,"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding",Husain Haqqani,4.6,122.0,632.0,"A character-driven history that describes the bizarrely ill-suited alliance between America and Pakistan, written by a uniquely insightful participant: Pakistan's former ambassador to the US.",14 hours and 23 minutes,863.0,International Diplomacy | Central Asian History | Middle Eastern History (Audible Audiobooks & Originals),International Diplomacy,3,4.481595312058595,"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding Husain Haqqani International Diplomacy Central Asian History Middle Eastern History (Audible Audiobooks & Originals) A character-driven history that describes the bizarrely ill-suited alliance between America and Pakistan, written by a uniquely insightful participant: Pakistan's former ambassador to the US.",both datasets,magnificent delusions pakistan the united states and an epic history of misunderstanding,husain haqqani
3514,"Mastering the Trade, Third Edition: Proven Techniques for Profiting From Intraday and Swing Trading Setups",John Carter,4.6,122.0,836.0,The go-to guide for launching a lucrative career in trading - fully updated for today’s turbulent markets.,19 hours and 13 minutes,1153.0,Investing & Trading Options | Investing & Trading Commodities | Investing Analysis & Strategy,Investing & Trading Options,3,4.481595312058595,"Mastering the Trade, Third Edition: Proven Techniques for Profiting From Intraday and Swing Trading Setups John Carter Investing & Trading Options Investing & Trading Commodities Investing Analysis & Strategy The go-to guide for launching a lucrative career in trading - fully updated for today’s turbulent markets.",advanced only,mastering the trade third edition proven techniques for profiting from intraday and swing trading setups,john carter
3515,"Kaizen: The Japanese Method for Transforming Habits, One Small Step at a Time",Sarah Harvey,4.5,122.0,323.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.464387977784971,"Kaizen: The Japanese Method for Transforming Habits, One Small Step at a Time Sarah Harvey Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,kaizen the japanese method for transforming habits one small step at a time,sarah harvey
3516,"Social Engineering, Second Edition: The Science of Human Hacking",Christopher Hadnagy,4.5,122.0,703.0,"Social Engineering: The Science of Human Hacking reveals the craftier side of the hacker's repertoire - why hack into something when you could just ask for access? Undetectable by firewalls and antivirus software, social engineering relies on human fault to gain access to sensitive spaces; in this book, renowned expert Christopher Hadnagy explains the most commonly used techniques that fool even the most robust security personnel and reveals how these techniques have been used in the past.",-1,,,,0,4.464387977784971,"Social Engineering, Second Edition: The Science of Human Hacking Christopher Hadnagy Social Engineering: The Science of Human Hacking reveals the craftier side of the hacker's repertoire - why hack into something when you could just ask for access? Undetectable by firewalls and antivirus software, social engineering relies on human fault to gain access to sensitive spaces; in this book, renowned expert Christopher Hadnagy explains the most commonly used techniques that fool even the most robust security personnel and reveals how these techniques have been used in the past.",both datasets,social engineering second edition the science of human hacking,christopher hadnagy
3517,"The Perils of Pleasure: Pennyroyal Green Series, Book 1",Julie Anne Long,4.3,122.0,703.0,,,,,,0,4.42997330923772,"The Perils of Pleasure: Pennyroyal Green Series, Book 1 Julie Anne Long",catalog only,the perils of pleasure pennyroyal green series book 1,julie anne long
3518,Zen to Done: The Ultimate Simple Productivity System,Leo Babauta,4.1,122.0,234.0,,,,,,0,4.395558640690471,Zen to Done: The Ultimate Simple Productivity System Leo Babauta,catalog only,zen to done the ultimate simple productivity system,leo babauta
3519,Exile’s Honor: A Novel of Valdemar,Mercedes Lackey,4.8,121.0,703.0,"Alberich had spent most of his youth in the Karsite military schools training to be an officer. As the son of an impoverished mother, he had no other career choice open to him. And Alberich had risen in the ranks with almost unnatural speed. He developed expertise with many weapons and excelled in academic subjects with an ease that was the envy of his classmates. But in fact, the reclusive Alberich studied long and hard, pushing himself ruthlessly.",-1,,,,0,4.515608864759243,"Exile’s Honor: A Novel of Valdemar Mercedes Lackey Alberich had spent most of his youth in the Karsite military schools training to be an officer. As the son of an impoverished mother, he had no other career choice open to him. And Alberich had risen in the ranks with almost unnatural speed. He developed expertise with many weapons and excelled in academic subjects with an ease that was the envy of his classmates. But in fact, the reclusive Alberich studied long and hard, pushing himself ruthlessly.",advanced only,exile s honor a novel of valdemar,mercedes lackey
3520,The Shadow King,Maaza Mengiste,4.6,121.0,949.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.48142807379879,"The Shadow King Maaza Mengiste Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",advanced only,the shadow king,maaza mengiste
3521,Thinking for a Change: 11 Ways Highly Successful People Approach Life and Work,John C. Maxwell,4.6,121.0,469.0,"Drawing on the words and deeds of many of the world's greatest leaders, this empowering audiobook helps you access your thinking style, guides you to new ones, and step by step teaches you the secrets of:",3 hours and 22 minutes,202.0,Business Careers | Business Motivation & Self-Improvement | Leadership,Business Careers,3,4.48142807379879,"Thinking for a Change: 11 Ways Highly Successful People Approach Life and Work John C. Maxwell Business Careers Business Motivation & Self-Improvement Leadership Drawing on the words and deeds of many of the world's greatest leaders, this empowering audiobook helps you access your thinking style, guides you to new ones, and step by step teaches you the secrets of:",both datasets,thinking for a change 11 ways highly successful people approach life and work,john c maxwell
3522,How Stella Saved the Farm,Vijay Govindarajan,4.5,121.0,323.0,"Inspired by George Orwell's Animal Farm and the international bestseller Our Iceberg is Melting, How Stella Saved the Farm is a simple parable about embracing change and managing innovation in difficult times. Bankruptcy, or the grim prospect of being acquired by a hostile human competitor, threatens Windsor Farm. But when a young sheep called Stella comes up with a bold idea, will the other animals be able to respond to her ambitious call to action?",2 hours and 20 minutes,140.0,,,0,4.464337678318564,"How Stella Saved the Farm Vijay Govindarajan Inspired by George Orwell's Animal Farm and the international bestseller Our Iceberg is Melting, How Stella Saved the Farm is a simple parable about embracing change and managing innovation in difficult times. Bankruptcy, or the grim prospect of being acquired by a hostile human competitor, threatens Windsor Farm. But when a young sheep called Stella comes up with a bold idea, will the other animals be able to respond to her ambitious call to action?",both datasets,how stella saved the farm,vijay govindarajan
3523,The Age of Spiritual Machines: When Computers Exceed Human Intelligence,Ray Kurzweil,4.5,121.0,377.0,,,,,,0,4.464337678318564,The Age of Spiritual Machines: When Computers Exceed Human Intelligence Ray Kurzweil,catalog only,the age of spiritual machines when computers exceed human intelligence,ray kurzweil
3524,The Startup Way: How Entrepreneurial Management Transforms Culture and Drives Growth,Eric Ries,4.5,121.0,752.0,"Penguin presents the audiobook edition of The Startup Way, written and read by Eric Ries.",10 hours and 12 minutes,612.0,Workplace Culture | Business Development (Audible Audiobooks & Originals) | Business Motivation & Self-Improvement,Workplace Culture,3,4.464337678318564,"The Startup Way: How Entrepreneurial Management Transforms Culture and Drives Growth Eric Ries Workplace Culture Business Development (Audible Audiobooks & Originals) Business Motivation & Self-Improvement Penguin presents the audiobook edition of The Startup Way, written and read by Eric Ries.",both datasets,the startup way how entrepreneurial management transforms culture and drives growth,eric ries
3525,"Decked: Regan Reilly Mystery Series, Book 1",Carol Higgins Clark,4.1,121.0,501.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.395976096397661,"Decked: Regan Reilly Mystery Series, Book 1 Carol Higgins Clark Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",advanced only,decked regan reilly mystery series book 1,carol higgins clark
3526,Minecraft: The Voyage,Jason Fry,4.7,120.0,888.0,Brought to you by Penguin.,8 hours and 46 minutes,526.0,PC & Video Games | Children's Literature & Fiction,PC & Video Games,2,4.498233488330331,Minecraft: The Voyage Jason Fry PC & Video Games Children's Literature & Fiction Brought to you by Penguin.,advanced only,minecraft the voyage,jason fry
3527,The Secret World,Christopher Andrew,4.7,120.0,1138.0,"The history of espionage is far older than any of today's intelligence agencies, yet the long history of intelligence operations has been largely forgotten. The codebreakers at Bletchley Park, the most successful World War II intelligence agency, were completely unaware that their predecessors in earlier moments of national crisis had broken the codes of Napoleon during the Napoleonic wars and those of Spain before the Spanish Armada.",36 hours and 20 minutes,2180.0,Intelligence & Espionage | Military Strategy | World History (Audible Audiobooks & Originals),Intelligence & Espionage,3,4.498233488330331,"The Secret World Christopher Andrew Intelligence & Espionage Military Strategy World History (Audible Audiobooks & Originals) The history of espionage is far older than any of today's intelligence agencies, yet the long history of intelligence operations has been largely forgotten. The codebreakers at Bletchley Park, the most successful World War II intelligence agency, were completely unaware that their predecessors in earlier moments of national crisis had broken the codes of Napoleon during the Napoleonic wars and those of Spain before the Spanish Armada.",advanced only,the secret world,christopher andrew
3528,The Secret Door to Success,Florence Scovel Shinn,4.6,120.0,335.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.481260362446314,"The Secret Door to Success Florence Scovel Shinn Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the secret door to success,florence scovel shinn
3529,Lean Enterprise: How High Performance Organizations Innovate at Scale,Jez Humble,4.5,120.0,703.0,,,,,,0,4.4642872365622965,Lean Enterprise: How High Performance Organizations Innovate at Scale Jez Humble,catalog only,lean enterprise how high performance organizations innovate at scale,jez humble
3530,Second Chance at Love,Ruchita Misra,4.5,120.0,668.0,,,,,,0,4.4642872365622965,Second Chance at Love Ruchita Misra,catalog only,second chance at love,ruchita misra
3531,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.4,120.0,1338.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.447314110678279,"Darwin's Dangerous Idea: Evolution and the Meanings of Life Daniel C. Dennett Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,darwin s dangerous idea evolution and the meanings of life,daniel c dennett
3532,Healing the Shame That Binds You,John Bradshaw,4.4,120.0,791.0,,,,,,0,4.447314110678279,Healing the Shame That Binds You John Bradshaw,catalog only,healing the shame that binds you,john bradshaw
3533,India: From Midnight to the Millennium and Beyond,Shashi Tharoor,4.4,120.0,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.447314110678279,"India: From Midnight to the Millennium and Beyond Shashi Tharoor Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,india from midnight to the millennium and beyond,shashi tharoor
3534,Yayaati,Vishnu Sakharam Khandekar,4.4,120.0,1003.0,"The story of Yayati is perhaps one of the most intriguing and fascinating episodes of Mahabharata. Yayati was a great scholar and one of the noblest rulers of olden times. He followed the shastras and was devoted to the welfare of his subjects. Even the king of gods, Indra, held him in high esteem. Married to seductively beautiful Devyani, in love with her maid Sharmishtha, and father of five sons from two women, Yayati unabashedly declared, 'My lust for pleasure is unsatisfied'. His quest for the carnal continued, sparing not even his youngest son, and exchanging his old age for his son's youth.",19 hours and 22 minutes,1162.0,Hinduism (Audible Audiobooks & Originals) | Hinduism,Hinduism (Audible Audiobooks & Originals),2,4.447314110678279,"Yayaati Vishnu Sakharam Khandekar Hinduism (Audible Audiobooks & Originals) Hinduism The story of Yayati is perhaps one of the most intriguing and fascinating episodes of Mahabharata. Yayati was a great scholar and one of the noblest rulers of olden times. He followed the shastras and was devoted to the welfare of his subjects. Even the king of gods, Indra, held him in high esteem. Married to seductively beautiful Devyani, in love with her maid Sharmishtha, and father of five sons from two women, Yayati unabashedly declared, 'My lust for pleasure is unsatisfied'. His quest for the carnal continued, sparing not even his youngest son, and exchanging his old age for his son's youth.",both datasets,yayaati,vishnu sakharam khandekar
3535,Agile Project Management for Dummies,Mark C. Layton,4.3,120.0,656.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.430340984794263,"Agile Project Management for Dummies Mark C. Layton Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,agile project management for dummies,mark c layton
3536,"Watchers of the Throne: The Emperor's Legion: Warhammer 40,000",Chris Wraight,4.8,119.0,1138.0,,,,,,0,4.514803224149495,"Watchers of the Throne: The Emperor's Legion: Warhammer 40,000 Chris Wraight",catalog only,watchers of the throne the emperor s legion warhammer 40 000,chris wraight
3537,"Belong: Find Your People, Create Community & Live a More Connected Life",Radha Agrawal,4.7,119.0,501.0,,,,,,0,4.497947700070175,"Belong: Find Your People, Create Community & Live a More Connected Life Radha Agrawal",catalog only,belong find your people create community and live a more connected life,radha agrawal
3538,"Change Your Thinking, Change Your Life: How to Unlock Your Full Potential for Success and Achievement",Brian Tracy,4.7,119.0,820.0,,,,,,0,4.497947700070175,"Change Your Thinking, Change Your Life: How to Unlock Your Full Potential for Success and Achievement Brian Tracy",catalog only,change your thinking change your life how to unlock your full potential for success and achievement,brian tracy
3539,Gillette Park,Gerri Hill,4.7,119.0,836.0,,,,,,0,4.497947700070175,Gillette Park Gerri Hill,catalog only,gillette park,gerri hill
3540,Nine Lives,Aimen Dean,4.7,119.0,937.0,,,,,,0,4.497947700070175,Nine Lives Aimen Dean,catalog only,nine lives,aimen dean
3541,You Can't Teach a Kid to Ride a Bike at a Seminar: Sandler Training's 7-Step System for Successful Selling (2nd Edition),David Mattson - foreword,4.7,119.0,656.0,,,,,,0,4.497947700070175,You Can't Teach a Kid to Ride a Bike at a Seminar: Sandler Training's 7-Step System for Successful Selling (2nd Edition) David Mattson - foreword,catalog only,you can t teach a kid to ride a bike at a seminar sandler training s 7 step system for successful selling 2nd edition,david mattson foreword
3542,At Your Command: Includes Neville Goddard: A Cosmic Philosopher by Mitch Horowitz,Neville Goddard,4.6,119.0,140.0,,,,,,0,4.481092175990855,At Your Command: Includes Neville Goddard: A Cosmic Philosopher by Mitch Horowitz Neville Goddard,catalog only,at your command includes neville goddard a cosmic philosopher by mitch horowitz,neville goddard
3543,A Little History of Religion,Richard Holloway,4.5,119.0,721.0,"In an era of hardening religious attitudes and explosive religious violence, this book offers a welcome antidote. Richard Holloway retells the entire history of religion - from the dawn of religious belief to the 21st century - with deepest respect and a keen commitment to accuracy.",9 hours and 9 minutes,549.0,Comparative Religion | History of Religion (Audible Audiobooks & Originals) | Religious History,Comparative Religion,3,4.464236651911535,"A Little History of Religion Richard Holloway Comparative Religion History of Religion (Audible Audiobooks & Originals) Religious History In an era of hardening religious attitudes and explosive religious violence, this book offers a welcome antidote. Richard Holloway retells the entire history of religion - from the dawn of religious belief to the 21st century - with deepest respect and a keen commitment to accuracy.",advanced only,a little history of religion,richard holloway
3544,"The Art of Extraordinary Confidence: Your Ultimate Path to Love, Wealth, and Freedom",Dr. Aziz Gazipura PsyD,4.4,119.0,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.447381127832215,"The Art of Extraordinary Confidence: Your Ultimate Path to Love, Wealth, and Freedom Dr. Aziz Gazipura PsyD Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the art of extraordinary confidence your ultimate path to love wealth and freedom,dr aziz gazipura psyd
3545,A History of the World in 10 1/2 Chapters,Julian Barnes,4.2,119.0,410.0,,,,,,0,4.413670079673575,A History of the World in 10 1/2 Chapters Julian Barnes,catalog only,a history of the world in 10 1 2 chapters,julian barnes
3546,Shivaji: The Grand Rebel,Dennis Kincaid,4.2,119.0,668.0,"A great warrior and skilled administrator, Chhatrapati Shivaji Maharaj, better known as Shivaji, was the founder of the great Maratha Empire and one who instilled a sense of Maratha identity in his people.",7 hours and 28 minutes,448.0,Historical Biographies | Biographies & Autobiographies,Historical Biographies,2,4.413670079673575,"Shivaji: The Grand Rebel Dennis Kincaid Historical Biographies Biographies & Autobiographies A great warrior and skilled administrator, Chhatrapati Shivaji Maharaj, better known as Shivaji, was the founder of the great Maratha Empire and one who instilled a sense of Maratha identity in his people.",both datasets,shivaji the grand rebel,dennis kincaid
3547,Telepsychics (Hindi Edition),Dr. Joseph Murphy,4.2,119.0,668.0,Joseph Murphy has created a true masterpiece. Telepsychics is a wonderful classic in this field that can change your life. This is a book for all spiritual paths.,8 hours and 17 minutes,497.0,Personal Success | Personal Development & Self-Help,Personal Success,2,4.413670079673575,Telepsychics (Hindi Edition) Dr. Joseph Murphy Personal Success Personal Development & Self-Help Joseph Murphy has created a true masterpiece. Telepsychics is a wonderful classic in this field that can change your life. This is a book for all spiritual paths.,both datasets,telepsychics hindi edition,dr joseph murphy
3548,Dr. Dhurandhar's Fat-loss Diet,Dr. Nikhil V. Dhurandhar,3.7,119.0,501.0,"Have you tried diet after diet to lose weight? Tried hitting the gym, doing aerobics, Zumba, but lost interest? Does one day of binge eating make you want to give up? Has weight loss become an unattainable dream?",4 hours and 57 minutes,297.0,Weight Loss Diets | Middle Eastern History | Healthy Living & Wellness,Weight Loss Diets,3,4.329392459276974,"Dr. Dhurandhar's Fat-loss Diet Dr. Nikhil V. Dhurandhar Weight Loss Diets Middle Eastern History Healthy Living & Wellness Have you tried diet after diet to lose weight? Tried hitting the gym, doing aerobics, Zumba, but lost interest? Does one day of binge eating make you want to give up? Has weight loss become an unattainable dream?",both datasets,dr dhurandhar s fat loss diet,dr nikhil v dhurandhar
3549,A Fistful of Love: Wisdom and Humour from a Monk’s Bowl,Om Swami,4.8,118.0,668.0,Wisdom and Humour from a Monk’s Bowl,6 hours and 51 minutes,411.0,Buddhism (Audible Audiobooks & Originals) | Buddhism,Buddhism (Audible Audiobooks & Originals),2,4.514398689715665,A Fistful of Love: Wisdom and Humour from a Monk’s Bowl Om Swami Buddhism (Audible Audiobooks & Originals) Buddhism Wisdom and Humour from a Monk’s Bowl,both datasets,a fistful of love wisdom and humour from a monk s bowl,om swami
3550,"The Squiggly Career: Ditch the Ladder, Discover Opportunity, Design Your Career",Helen Tupper,4.7,118.0,888.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.497661101063183,"The Squiggly Career: Ditch the Ladder, Discover Opportunity, Design Your Career Helen Tupper Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the squiggly career ditch the ladder discover opportunity design your career,helen tupper
3551,Gideon's Spies: The Secret History of the Mossad,Gordon Thomas,4.3,118.0,668.0,,,,,,0,4.430710746453253,Gideon's Spies: The Secret History of the Mossad Gordon Thomas,catalog only,gideon s spies the secret history of the mossad,gordon thomas
